Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
gp40701,california,f,bachelor,827763.76%,1970-01-01 00:00:00.000079780,1970-01-01 00:00:00.000000068,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000326,california,f
cp98451,oregon,f,college,905793.53%,1970-01-01 00:00:00.000091025,1970-01-01 00:00:00.000000112,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000327,california,f
nx52648,california,f,high school or below,380175.04%,1970-01-01 00:00:00.000033043,1970-01-01 00:00:00.000000095,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000456,california,f
zc32510,arizona,m,high school or below,933934.16%,1970-01-01 00:00:00.000069442,1970-01-01 00:00:00.000000118,1/3/00,personal auto,four-door car,1970-01-01 00:00:00.000000966,california,f
ng27780,oregon,m,college,252012.32%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000070,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000063,california,f
hn95240,arizona,f,college,498409.53%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000070,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000336,california,f
eb59129,oregon,f,bachelor,259574.80%,1970-01-01 00:00:00.000047234,1970-01-01 00:00:00.000000065,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000015,california,f
ra70851,oregon,m,high school or below,743769.33%,1970-01-01 00:00:00.000086863,1970-01-01 00:00:00.000000092,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000441,california,f
pm19162,oregon,m,bachelor,1453678.76%,1970-01-01 00:00:00.000025805,1970-01-01 00:00:00.000000066,1/2/00,personal auto,four-door car,1970-01-01 00:00:00.000000375,california,f
ms59005,nevada,m,bachelor,591330.59%,1970-01-01 00:00:00.000043676,1970-01-01 00:00:00.000000076,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000364,california,f
su71163,arizona,m,college,277166.30%,1970-01-01 00:00:00.000059855,1970-01-01 00:00:00.000000074,1/4/00,personal auto,two-door car,1970-01-01 00:00:00.000000355,california,f
bd35676,arizona,m,master,2919436.64%,1970-01-01 00:00:00.000035296,1970-01-01 00:00:00.000000126,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000452,california,f
ni44621,oregon,f,master,988038.58%,1970-01-01 00:00:00.000036576,1970-01-01 00:00:00.000000125,1/1/00,personal auto,suv,1970-01-01 00:00:00.000000113,california,f
ew33419,california,f,high school or below,1511440.24%,1970-01-01 00:00:00.000028513,1970-01-01 00:00:00.000000100,1/1/00,corporate auto,suv,1970-01-01 00:00:00.000000480,california,f
hx44948,oregon,m,bachelor,575991.08%,1970-01-01 00:00:00.000085448,1970-01-01 00:00:00.000000072,1/0/00,special auto,four-door car,1970-01-01 00:00:00.000000016,california,f
dl36983,oregon,f,high school or below,849516.42%,1970-01-01 00:00:00.000023791,1970-01-01 00:00:00.000000110,1/3/00,personal auto,two-door car,1970-01-01 00:00:00.000000615,california,f
xr87264,california,f,bachelor,438118.42%,1970-01-01 00:00:00.000020597,1970-01-01 00:00:00.000000112,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000615,california,f
nn99001,arizona,f,college,699782.74%,1970-01-01 00:00:00.000056940,1970-01-01 00:00:00.000000087,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000512,california,f
xv95530,oregon,m,bachelor,1143058.85%,1970-01-01 00:00:00.000093210,1970-01-01 00:00:00.000000071,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000074,california,f
ol97871,oregon,f,bachelor,748248.61%,1970-01-01 00:00:00.000048992,1970-01-01 00:00:00.000000094,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000426,california,f
hq23708,arizona,f,master,859691.66%,1970-01-01 00:00:00.000053736,1970-01-01 00:00:00.000000071,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000169,california,f
wr63188,arizona,m,college,785496.08%,1970-01-01 00:00:00.000025378,1970-01-01 00:00:00.000000066,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000419,california,f
ng82219,oregon,f,bachelor,258240.85%,1970-01-01 00:00:00.000076731,1970-01-01 00:00:00.000000064,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000201,california,f
ku29408,washington,m,master,907576.82%,1970-01-01 00:00:00.000037722,1970-01-01 00:00:00.000000116,1/0/00,corporate auto,sports car,1970-01-01 00:00:00.000000158,california,f
re46783,california,f,bachelor,411858.86%,1970-01-01 00:00:00.000069379,1970-01-01 00:00:00.000000103,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000494,california,f
ru94434,oregon,m,high school or below,1215732.99%,1970-01-01 00:00:00.000057449,1970-01-01 00:00:00.000000103,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000494,california,f
gi82355,arizona,m,bachelor,515281.96%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000068,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000326,california,f
vo26340,nevada,m,college,651297.65%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000093,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000669,california,f
nv61299,arizona,f,bachelor,2778969.24%,1970-01-01 00:00:00.000033806,1970-01-01 00:00:00.000000089,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000395,california,f
dx31066,washington,f,college,266727.00%,1970-01-01 00:00:00.000094041,1970-01-01 00:00:00.000000066,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000159,california,f
cy50337,oregon,f,college,1092840.71%,1970-01-01 00:00:00.000074965,1970-01-01 00:00:00.000000090,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000058,california,f
tj20375,arizona,f,high school or below,761538.13%,1970-01-01 00:00:00.000034095,1970-01-01 00:00:00.000000063,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000302,california,f
ep72155,california,f,college,200435.07%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000066,1/4/00,personal auto,four-door car,1970-01-01 00:00:00.000000316,california,f
jj76159,california,m,college,243468.12%,1970-01-01 00:00:00.000096045,1970-01-01 00:00:00.000000061,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000008,california,f
bg15419,nevada,f,bachelor,1419536.03%,1970-01-01 00:00:00.000086355,1970-01-01 00:00:00.000000118,1/0/00,personal auto,sports car,1970-01-01 00:00:00.000000285,california,f
ao74776,california,f,high school or below,942768.49%,1970-01-01 00:00:00.000027824,1970-01-01 00:00:00.000000118,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000566,california,f
hq82233,california,m,high school or below,1198242.09%,1970-01-01 00:00:00.000042995,1970-01-01 00:00:00.000000101,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000410,california,f
ol72737,oregon,f,high school or below,310278.95%,1970-01-01 00:00:00.000021235,1970-01-01 00:00:00.000000079,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000244,california,f
zq59828,california,m,high school or below,422263.12%,1970-01-01 00:00:00.000074585,1970-01-01 00:00:00.000000106,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000218,california,f
nz15548,oregon,m,bachelor,402381.44%,1970-01-01 00:00:00.000041833,1970-01-01 00:00:00.000000103,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000643,california,f
xk61304,california,f,college,529715.18%,1970-01-01 00:00:00.000023908,1970-01-01 00:00:00.000000070,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000336,california,f
ej44139,oregon,m,bachelor,2142363.72%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000065,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000312,california,f
cm94425,arizona,m,bachelor,441620.62%,1970-01-01 00:00:00.000061953,1970-01-01 00:00:00.000000113,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000497,california,f
ov54878,california,m,bachelor,463903.52%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000142,1/0/00,corporate auto,suv,1970-01-01 00:00:00.000000966,california,f
jf57282,nevada,m,bachelor,486354.46%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000137,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000657,california,f
my37953,arizona,f,bachelor,2583090.98%,1970-01-01 00:00:00.000073760,1970-01-01 00:00:00.000000107,1/1/00,personal auto,sports car,1970-01-01 00:00:00.000000230,california,f
xp64922,oregon,f,college,297431.49%,1970-01-01 00:00:00.000023333,1970-01-01 00:00:00.000000074,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000005,california,f
wl65572,california,m,college,206445.88%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000061,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000292,california,f
ln50325,arizona,f,high school or below,1006460.83%,1970-01-01 00:00:00.000020440,1970-01-01 00:00:00.000000128,1/2/00,corporate auto,sports car,1970-01-01 00:00:00.000000614,california,f
hj15383,washington,m,master,803240.19%,1970-01-01 00:00:00.000027658,1970-01-01 00:00:00.000000068,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000160,california,f
kh59823,california,m,college,548921.41%,1970-01-01 00:00:00.000050943,1970-01-01 00:00:00.000000139,1/0/00,special auto,suv,1970-01-01 00:00:00.000000667,california,f
ym79169,california,m,bachelor,261275.67%,1970-01-01 00:00:00.000019003,1970-01-01 00:00:00.000000071,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000034,california,f
dr38127,california,m,college,857346.39%,1970-01-01 00:00:00.000046703,1970-01-01 00:00:00.000000108,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000678,california,f
pu42145,california,m,bachelor,2412750.40%,1970-01-01 00:00:00.000014072,1970-01-01 00:00:00.000000071,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000511,california,f
km33477,oregon,m,college,855038.66%,1970-01-01 00:00:00.000021733,1970-01-01 00:00:00.000000073,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000525,california,f
ri53167,arizona,m,bachelor,230864.80%,1970-01-01 00:00:00.000020811,1970-01-01 00:00:00.000000061,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000292,california,f
of77789,arizona,f,high school or below,425462.07%,1970-01-01 00:00:00.000011904,1970-01-01 00:00:00.000000061,1/2/00,personal auto,two-door car,1970-01-01 00:00:00.000000292,california,f
yb33445,oregon,f,college,898285.04%,1970-01-01 00:00:00.000043490,1970-01-01 00:00:00.000000114,1/4/00,corporate auto,suv,1970-01-01 00:00:00.000000174,california,f
ba17836,california,m,high school or below,786816.60%,1970-01-01 00:00:00.000057340,1970-01-01 00:00:00.000000067,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000159,california,f
js43228,california,m,college,770424.87%,1970-01-01 00:00:00.000049088,1970-01-01 00:00:00.000000097,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000698,california,f
bb11622,nevada,m,master,1055217.00%,1970-01-01 00:00:00.000047761,1970-01-01 00:00:00.000000131,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000232,california,f
hq70429,washington,f,college,1604510.95%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000065,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000163,california,f
wk88044,arizona,m,bachelor,873783.75%,1970-01-01 00:00:00.000061281,1970-01-01 00:00:00.000000110,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000079,california,f
la80525,nevada,m,bachelor,545489.07%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000082,1/1/00,corporate auto,two-door car,1970-01-01 00:00:00.000000393,california,f
eh16250,arizona,m,bachelor,770528.33%,1970-01-01 00:00:00.000025290,1970-01-01 00:00:00.000000066,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000382,california,f
pu41872,arizona,f,high school or below,703926.24%,1970-01-01 00:00:00.000024239,1970-01-01 00:00:00.000000088,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000048,california,f
hb85743,california,m,bachelor,883808.56%,1970-01-01 00:00:00.000082664,1970-01-01 00:00:00.000000114,1/3/00,personal auto,suv,1970-01-01 00:00:00.000000133,california,f
mm71959,arizona,m,bachelor,873352.73%,1970-01-01 00:00:00.000083210,1970-01-01 00:00:00.000000110,1/0/00,personal auto,sports car,1970-01-01 00:00:00.000000528,california,f
mb83663,oregon,f,bachelor,959747.48%,1970-01-01 00:00:00.000038736,1970-01-01 00:00:00.000000081,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000561,california,f
kr43119,california,m,college,450666.02%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000066,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000316,california,f
kh24214,oregon,m,college,1785797.23%,1970-01-01 00:00:00.000055437,1970-01-01 00:00:00.000000064,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000445,california,f
ac40767,washington,m,bachelors,249780.82%,1970-01-01 00:00:00.000068041,1970-01-01 00:00:00.000000170,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000165,california,f
hp55391,oregon,m,master,542613.62%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000071,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000407,california,f
eg62398,california,f,high school or below,799814.38%,1970-01-01 00:00:00.000029066,1970-01-01 00:00:00.000000100,1/0/00,personal auto,suv,1970-01-01 00:00:00.000000844,california,f
vs19949,nevada,m,bachelor,289762.07%,1970-01-01 00:00:00.000054337,1970-01-01 00:00:00.000000072,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000345,california,f
am92343,oregon,f,high school or below,1159950.22%,1970-01-01 00:00:00.000067616,1970-01-01 00:00:00.000000096,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000340,california,f
gi68556,california,f,bachelor,1514793.06%,1970-01-01 00:00:00.000041082,1970-01-01 00:00:00.000000063,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000106,california,f
jt11876,wa,f,high school or below,543576.78%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000170,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000626,california,f
xr64251,nevada,f,master,272535.64%,1970-01-01 00:00:00.000036650,1970-01-01 00:00:00.000000069,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000056,california,f
mk34957,oregon,f,college,1329771.23%,1970-01-01 00:00:00.000050631,1970-01-01 00:00:00.000000112,1/4/00,special auto,suv,1970-01-01 00:00:00.000000784,california,f
gp18756,california,m,college,992704.97%,1970-01-01 00:00:00.000019592,1970-01-01 00:00:00.000000092,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000441,california,f
ap23850,wa,f,high school or below,1777154.90%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000114,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000547,california,f
kq65521,arizona,f,college,1826927.02%,1970-01-01 00:00:00.000055761,1970-01-01 00:00:00.000000115,1/0/00,personal auto,sports car,1970-01-01 00:00:00.000000086,california,f
ej19449,california,f,college,272221.07%,1970-01-01 00:00:00.000017576,1970-01-01 00:00:00.000000071,1/0/00,special auto,four-door car,1970-01-01 00:00:00.000000398,california,f
qb70027,california,f,bachelor,708321.24%,1970-01-01 00:00:00.000041449,1970-01-01 00:00:00.000000089,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000063,california,f
qw47320,cali,f,bachelor,1017971.70%,1970-01-01 00:00:00.000014290,1970-01-01 00:00:00.000000170,1/0/00,personal auto,luxury suv,1970-01-01 00:00:00.000000966,california,f
kh64733,nevada,f,college,588950.91%,1970-01-01 00:00:00.000062007,1970-01-01 00:00:00.000000073,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000120,california,f
on59472,arizona,m,high school or below,1577139.34%,1970-01-01 00:00:00.000021921,1970-01-01 00:00:00.000000170,1/0/00,corporate auto,luxury suv,1970-01-01 00:00:00.000000966,california,f
hp94242,arizona,f,bachelor,528817.33%,1970-01-01 00:00:00.000042621,1970-01-01 00:00:00.000000066,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000316,california,f
rv15398,oregon,m,college,2758055.40%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000087,1/1/00,personal auto,four-door car,1970-01-01 00:00:00.000000417,california,f
ea25683,wa,m,high school or below,777853.23%,1970-01-01 00:00:00.000063786,1970-01-01 00:00:00.000000170,1/0/00,corporate auto,luxury suv,1970-01-01 00:00:00.000000798,california,f
pw73754,cali,f,high school or below,734186.13%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000104,1/3/00,personal auto,sports car,1970-01-01 00:00:00.000000082,california,f
mc71942,cali,f,high school or below,791919.70%,1970-01-01 00:00:00.000082877,1970-01-01 00:00:00.000000099,1/1/00,personal auto,two-door car,1970-01-01 00:00:00.000000022,california,f
ox72195,arizona,m,college,216387.02%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000063,1/0/00,corporate auto,two-door car,1970-01-01 00:00:00.000000302,california,f
yq99152,nevada,m,high school or below,978780.88%,1970-01-01 00:00:00.000010475,1970-01-01 00:00:00.000000088,1/1/00,personal auto,two-door car,1970-01-01 00:00:00.000000422,california,f
ki19439,oregon,f,high school or below,520764.08%,1970-01-01 00:00:00.000021952,1970-01-01 00:00:00.000000066,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000316,california,f
pm76175,oregon,f,bachelor,2114727.72%,1970-01-01 00:00:00.000049721,1970-01-01 00:00:00.000000132,1/0/00,corporate auto,sports car,1970-01-01 00:00:00.000000639,california,f
us45383,cali,m,college,1228076.66%,1970-01-01 00:00:00.000088340,1970-01-01 00:00:00.000000102,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000489,california,f
gt38956,cali,f,college,244139.42%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000065,1/0/00,personal auto,four-door car,1970-01-01 00:00:00.000000312,california,f
sn41301,oregon,m,bachelor,653556.06%,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000065,1/0/00,corporate auto,four-door car,1970-01-01 00:00:00.000000468,california,f
be62503,wa,f,college,920659.83%,1970-01-01 00:00:00.000024589,1970-01-01 00:00:00.000000082,1/0/00,personal auto,two-door car,1970-01-01 00:00:00.000000511,california,f
